data_source,lake,region,fish_species,sample_id,year,month,day,sample_date,latitude,longitude,doc_mg_l,doc_level,length_mm,d13c,d15n,c_n,av_pelagic_d13c,av_pelagic_d15n,av_benthic_d13c,av_benthic_d15n,d13ccorr_lipids,pelagic_diet_proportion,trophic_position,baseline_av_pelagic_d13c,baseline_av_pelagic_d15n,baseline_av_benthic_d13c,baseline_av_benthic_d15n,d13c_baseline_difference
Burke,RDC 311,Alaska,Ninespine stickleback,NST 20,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,55,-31.5,11.32,5.507543103,-30.79009573,4.195070551,-28.39433,3.421576,-28.3,0,4.3,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 28,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,55,-28.98,11.78,3.571917808,-30.79009573,4.195070551,-28.39433,3.421576,-27.8,0,4.5,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 37,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,55,-30.6,11.54,4.005008347,-30.79009573,4.195070551,-28.39433,3.421576,-28.8,0.17,4.3,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 41,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,55,-28.79,11.52,3.476821192,-30.79009573,4.195070551,-28.39433,3.421576,-27.8,0,4.4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 44,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,55,-30.53,11.01,4.392586352,-30.79009573,4.195070551,-28.39433,3.421576,-28.3,0,4.2,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 47,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,55,-29.49,9.9,4.341463415,-30.79009573,4.195070551,-28.39433,3.421576,-27.3,0,4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 7,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,55,-31.16,10.07,4.737657309,-30.79009573,4.195070551,-28.39433,3.421576,-28.5,0.04,3.9,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 13,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,54,-29.29,12.51,3.30399348,-30.79009573,4.195070551,-28.39433,3.421576,-28.6,0.09,4.7,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 25,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,54,-28.29,11.21,3.387288136,-30.79009573,4.195070551,-28.39433,3.421576,-27.5,0,4.4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 31,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,54,-30.03,11.3,4.653266332,-30.79009573,4.195070551,-28.39433,3.421576,-27.5,0,4.4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 46,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,54,-30.58,10.92,4.7112195120000004,-30.79009573,4.195070551,-28.39433,3.421576,-28,0,4.2,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 15,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,53,-29.23,11.19,3.600446429,-30.79009573,4.195070551,-28.39433,3.421576,-28,0,4.3,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 16,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,53,-30.61,10.02,4.703883495,-30.79009573,4.195070551,-28.39433,3.421576,-28,0,4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 30,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,53,-32.04,8.92,4.495519713,-30.79009573,4.195070551,-28.39433,3.421576,-29.7,0.54,3.5,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 6,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,53,-29.43,10.37,3.520918786,-30.79009573,4.195070551,-28.39433,3.421576,-28.4,0,4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 23,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,52,-29.94,11.24,3.86453202,-30.79009573,4.195070551,-28.39433,3.421576,-28.3,0,4.3,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 5,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,52,-29.45,10.45,3.80878553,-30.79009573,4.195070551,-28.39433,3.421576,-27.9,0,4.1,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 9,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,52,-28.89,11.38,3.943037975,-30.79009573,4.195070551,-28.39433,3.421576,-27.2,0,4.5,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 2,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,52,-30.03,11.55,4.216831683,-30.79009573,4.195070551,-28.39433,3.421576,-28,0,4.4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 45,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,50,-31.18,10.49,5.404026846,-30.79009573,4.195070551,-28.39433,3.421576,-28,0,4.1,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 36,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,47,-29.65,9.98,4.326315789,-30.79009573,4.195070551,-28.39433,3.421576,-27.5,0,4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 27,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,44,-30.37,11.22,4.428707224,-30.79009573,4.195070551,-28.39433,3.421576,-28.1,0,4.3,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,RDC 311,Alaska,Ninespine stickleback,NST 19,2016,8,15,2016-08-15,70,-156.69,5.99,medium_doc,43,-30.16,11.41,4.298181818,-30.79009573,4.195070551,-28.39433,3.421576,-28,0,4.4,-30.79009573,4.195070551,-28.39433,3.421576,-2.39576573
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 104,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,73,-25.71,12.08,3.893345488,-28.13271917,8.372273738,-25.43,6.53,-24.1,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 106,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,68,-27.45,11.71,4.304718218,-28.13271917,8.372273738,-25.43,6.53,-25.3,0,3.6,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 113,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,68,-27.43,12.69,4.361284567,-28.13271917,8.372273738,-25.43,6.53,-25.2,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 137,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,68,-26.09,11.63,3.819432502,-28.13271917,8.372273738,-25.43,6.53,-24.6,0,3.7,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 108,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,65,-27.46,11.61,5.605648536,-28.13271917,8.372273738,-25.43,6.53,-24.1,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 117,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,65,-26.3,12.49,4.093370682,-28.13271917,8.372273738,-25.43,6.53,-24.4,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 127,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,65,-27.52,12.63,4.041474654,-28.13271917,8.372273738,-25.43,6.53,-25.7,0.1,3.7,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 107,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,63,-27.97,12.65,4.857719475,-28.13271917,8.372273738,-25.43,6.53,-25.2,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 105,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,62,-24.99,12.58,3.766787659,-28.13271917,8.372273738,-25.43,6.53,-23.5,0,4.2,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 123,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,62,-25.22,12.48,4.411545624,-28.13271917,8.372273738,-25.43,6.53,-22.9,0,4.3,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 131,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,62,-26.07,12.11,3.972321429,-28.13271917,8.372273738,-25.43,6.53,-24.3,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 140,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,62,-25.89,12.29,3.987623762,-28.13271917,8.372273738,-25.43,6.53,-24.1,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 116,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,60,-25.33,12.54,3.824159021,-28.13271917,8.372273738,-25.43,6.53,-23.8,0,4.1,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 132,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,60,-25.49,11.9,3.497621313,-28.13271917,8.372273738,-25.43,6.53,-24.5,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 109,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,59,-26.15,12.04,4.092924126,-28.13271917,8.372273738,-25.43,6.53,-24.2,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 115,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,59,-27.55,12.15,3.930498774,-28.13271917,8.372273738,-25.43,6.53,-25.9,0.17,3.6,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 143,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,59,-26.73,12.73,4.101722724,-28.13271917,8.372273738,-25.43,6.53,-24.8,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 118,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,58,-26.28,12.79,4.822736031,-28.13271917,8.372273738,-25.43,6.53,-23.6,0,4.2,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 126,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,58,-26.62,12.16,4.106969206,-28.13271917,8.372273738,-25.43,6.53,-24.7,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 130,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,58,-25.67,12.34,4.466908432,-28.13271917,8.372273738,-25.43,6.53,-23.3,0,4.1,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 112,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,57,-26.26,12.16,4.641963426,-28.13271917,8.372273738,-25.43,6.53,-23.7,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 114,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,57,-26.31,12.1,3.883386581,-28.13271917,8.372273738,-25.43,6.53,-24.7,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 119,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,57,-25.68,13.14,4.2971078,-28.13271917,8.372273738,-25.43,6.53,-23.5,0,4.3,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 134,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,57,-25.69,13.37,4.008086253,-28.13271917,8.372273738,-25.43,6.53,-23.9,0,4.3,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 138,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,57,-25.13,13.24,3.99378882,-28.13271917,8.372273738,-25.43,6.53,-23.3,0,4.4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 148,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,57,-26.46,12.74,3.91118702,-28.13271917,8.372273738,-25.43,6.53,-24.8,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 121,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,56,-25.72,12.43,4.338087248,-28.13271917,8.372273738,-25.43,6.53,-23.5,0,4.1,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 128,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,56,-26.81,12.99,4.081730769,-28.13271917,8.372273738,-25.43,6.53,-24.9,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 129,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,56,-27.16,12.05,4.893360161,-28.13271917,8.372273738,-25.43,6.53,-24.4,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 144,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,56,-25.48,12.42,4.339606501,-28.13271917,8.372273738,-25.43,6.53,-23.3,0,4.2,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 122,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,55,-26.39,12.66,4.250800427,-28.13271917,8.372273738,-25.43,6.53,-24.3,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 135,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,55,-25.31,13.32,4.308243728,-28.13271917,8.372273738,-25.43,6.53,-23.1,0,4.5,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 151,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,55,-26.21,11.54,4.212255773,-28.13271917,8.372273738,-25.43,6.53,-24.2,0,3.7,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 110,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,54,-25.05,12.52,3.506514658,-28.13271917,8.372273738,-25.43,6.53,-24,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 111,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,54,-26.78,12.49,3.944352159,-28.13271917,8.372273738,-25.43,6.53,-25.1,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 133,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,54,-25.22,12.57,4.037294016,-28.13271917,8.372273738,-25.43,6.53,-23.4,0,4.2,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 141,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,54,-26.12,12.44,3.905861456,-28.13271917,8.372273738,-25.43,6.53,-24.5,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 147,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,54,-26.88,12.41,5.064638783,-28.13271917,8.372273738,-25.43,6.53,-24,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 153,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,54,-27.38,12.44,4.864811133,-28.13271917,8.372273738,-25.43,6.53,-24.6,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 120,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,53,-24.95,12.77,3.824420677,-28.13271917,8.372273738,-25.43,6.53,-23.4,0,4.2,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 146,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,53,-27.28,12.44,4.312340426,-28.13271917,8.372273738,-25.43,6.53,-25.1,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 152,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,53,-26.65,12.95,4.171974522,-28.13271917,8.372273738,-25.43,6.53,-24.6,0,4.1,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 149,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,52,-25.95,12.35,3.96434635,-28.13271917,8.372273738,-25.43,6.53,-24.2,0,4,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 136,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,51,-26.57,12.41,3.771929825,-28.13271917,8.372273738,-25.43,6.53,-25.1,0,3.8,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 142,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,51,-25.06,12.52,4.221456693,-28.13271917,8.372273738,-25.43,6.53,-23,0,4.2,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 145,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,51,-27.27,10.48,4.54787234,-28.13271917,8.372273738,-25.43,6.53,-24.8,0,3.3,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 124,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,50,-24.99,13.11,3.768149883,-28.13271917,8.372273738,-25.43,6.53,-23.5,0,4.3,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 150,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,49,-26.55,11.77,4.208487085,-28.13271917,8.372273738,-25.43,6.53,-24.5,0,3.7,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 201,Alaska,Ninespine stickleback,NST 139,2016,8,15,2016-08-15,70.33,-156.81,4.87,low_doc,48,-27.2,12.3,4.766393443,-28.13271917,8.372273738,-25.43,6.53,-24.6,0,3.9,-28.13271917,8.372273738,-25.43,6.53,-2.70271917
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 165,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,61,-29.75,9.59,5.712851406,-29.72659838,4.241270482,-24.38344,4.112084,-26.4,0.38,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 195,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,60,-29.27,9.62,4.903372835,-29.72659838,4.241270482,-24.38344,4.112084,-26.5,0.4,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 181,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,58,-29.6,10.32,4.3962818,-29.72659838,4.241270482,-24.38344,4.112084,-27.3,0.55,3.8,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 192,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,58,-29.46,10.15,4.832275612,-29.72659838,4.241270482,-24.38344,4.112084,-26.8,0.45,3.8,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 155,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,57,-29.12,10.14,4.763794773,-29.72659838,4.241270482,-24.38344,4.112084,-26.5,0.4,3.8,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 174,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,57,-29.59,9.45,5.574074074,-29.72659838,4.241270482,-24.38344,4.112084,-26.3,0.36,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 164,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,56,-30.26,9.74,5.125984252,-29.72659838,4.241270482,-24.38344,4.112084,-27.3,0.55,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 167,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,55,-27.48,9.89,3.720068906,-29.72659838,4.241270482,-24.38344,4.112084,-26.1,0.32,3.7,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 176,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,55,-29.79,8.88,4.57116451,-29.72659838,4.241270482,-24.38344,4.112084,-27.3,0.55,3.4,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 184,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,55,-28.71,9.59,4.401860465,-29.72659838,4.241270482,-24.38344,4.112084,-26.4,0.38,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 200,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,55,-28.94,10.18,4.897087379,-29.72659838,4.241270482,-24.38344,4.112084,-26.2,0.34,3.8,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 156,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,54,-27.91,10.22,3.985752449,-29.72659838,4.241270482,-24.38344,4.112084,-26.1,0.32,3.8,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 170,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,54,-27.91,10.43,3.972884141,-29.72659838,4.241270482,-24.38344,4.112084,-26.2,0.34,3.8,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 182,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,54,-28.71,9.65,4.412769784,-29.72659838,4.241270482,-24.38344,4.112084,-26.4,0.38,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 158,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,53,-29.23,9.8,4.670588235,-29.72659838,4.241270482,-24.38344,4.112084,-26.7,0.43,3.7,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 162,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,53,-30.03,9.4,4.85770751,-29.72659838,4.241270482,-24.38344,4.112084,-27.3,0.55,3.5,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 163,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,53,-29.64,9.51,5.777262181,-29.72659838,4.241270482,-24.38344,4.112084,-26.2,0.34,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 179,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,53,-28.7,9.55,4.368075117,-29.72659838,4.241270482,-24.38344,4.112084,-26.5,0.4,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 191,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,53,-28.62,9.82,4.846371348,-29.72659838,4.241270482,-24.38344,4.112084,-25.9,0.28,3.7,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 159,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,52,-28.78,9.5,4.053988719,-29.72659838,4.241270482,-24.38344,4.112084,-26.9,0.47,3.6,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 160,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,52,-27.9,9.98,4.145012573,-29.72659838,4.241270482,-24.38344,4.112084,-25.9,0.28,3.7,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 161,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,52,-29.65,9.4,5.064154786,-29.72659838,4.241270482,-24.38344,4.112084,-26.7,0.43,3.5,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
Burke,ATQ 206,Alaska,Ninespine stickleback,NST 166,2016,8,15,2016-08-15,70.42,-156.981,4.166,low_doc,52,-28.1,9.88,4.330078125,-29.72659838,4.241270482,-24.38344,4.112084,-25.9,0.28,3.7,-29.72659838,4.241270482,-24.38344,4.112084,-5.34315838
