data_source,lake,region,fish_species,sample_id,year,month,day,sample_date,latitude,longitude,doc_mg_l,doc_level,length_mm,d13c,d15n,c_n,av_pelagic_d13c,av_pelagic_d15n,av_benthic_d13c,av_benthic_d15n,d13ccorr_lipids,pelagic_diet_proportion,trophic_position,baseline_av_pelagic_d13c,baseline_av_pelagic_d15n,baseline_av_benthic_d13c,baseline_av_benthic_d15n,d13c_baseline_difference
Andersson,Wuckersee,Germany,European perch,Wu_L_25,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,337.3,-26.87,10.3,3.27,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4.5,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_09,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,327,-27.09,9.95,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.6,0.02,4.3,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_26,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,324.8,-26.77,10.25,3.26,-29.0875,5.45,-26.54142857,2.122857143,-26.2,0,4.5,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_07,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,298.8,-26.75,9.72,3.23,-29.0875,5.45,-26.54142857,2.122857143,-26.2,0,4.4,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_08,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,294.3,-26.52,9.53,3.21,-29.0875,5.45,-26.54142857,2.122857143,-26.1,0,4.3,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_10,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,255.6,-26.28,9.76,3.19,-29.0875,5.45,-26.54142857,2.122857143,-25.9,0,4.5,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_11,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,208.4,-25.6,7.83,3.16,-29.0875,5.45,-26.54142857,2.122857143,-25.2,0,4.2,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_06,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,189.7,-27.44,9.3,3.18,-29.0875,5.45,-26.54142857,2.122857143,-27,0.18,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_12,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,166.7,-28.17,7.1,3.18,-29.0875,5.45,-26.54142857,2.122857143,-27.8,0.49,3,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_21,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,162.8,-28.17,9.32,3.19,-29.0875,5.45,-26.54142857,2.122857143,-27.7,0.46,3.7,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_22,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,162.1,-27.47,9.12,3.23,-29.0875,5.45,-26.54142857,2.122857143,-27,0.18,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_13,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,161.2,-25.94,8.09,3.21,-29.0875,5.45,-26.54142857,2.122857143,-25.5,0,4.2,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_14,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,155.4,-25.62,7.65,3.15,-29.0875,5.45,-26.54142857,2.122857143,-25.3,0,4.1,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_19,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,147.8,-27.79,9.29,3.24,-29.0875,5.45,-26.54142857,2.122857143,-27.3,0.3,3.8,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_27,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,147.3,-25.87,8.31,3.21,-29.0875,5.45,-26.54142857,2.122857143,-25.4,0,4.3,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_20,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,144.2,-27.36,8.71,3.22,-29.0875,5.45,-26.54142857,2.122857143,-26.9,0.14,3.8,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_16,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,142.9,-26.84,8.91,3.24,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4.1,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_30,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,135.5,-27.53,9.17,3.21,-29.0875,5.45,-26.54142857,2.122857143,-27.1,0.22,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_01,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,121.7,-27.05,8.51,3.29,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_11,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,120.6,-27.22,8.84,3.22,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_08,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,120.6,-27.24,8.92,3.36,-29.0875,5.45,-26.54142857,2.122857143,-26.5,0,4,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_10,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,116.9,-26.88,8.36,3.21,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_15,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,114.5,-26.91,8.66,3.27,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_12,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,112.7,-27.03,8.55,3.29,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_05,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,112.4,-27.79,8.59,3.23,-29.0875,5.45,-26.54142857,2.122857143,-27.3,0.3,3.6,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_09,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,112.3,-26.87,8.51,3.23,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_14,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,110.6,-27.13,8.82,3.29,-29.0875,5.45,-26.54142857,2.122857143,-26.5,0,4,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_24,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,110.4,-28.13,8.73,3.3,-29.0875,5.45,-26.54142857,2.122857143,-27.5,0.38,3.6,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_07,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,109.9,-27.13,8.5,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.8,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_05,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,109.6,-27.13,8.77,3.21,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_17,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,108.8,-28.24,8.52,3.22,-29.0875,5.45,-26.54142857,2.122857143,-27.8,0.49,3.4,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_02,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,108.3,-26.93,7.65,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.5,0,3.6,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_03,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,108.2,-28.13,8.19,3.2,-29.0875,5.45,-26.54142857,2.122857143,-27.7,0.46,3.3,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_13,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,108.2,-27.66,8.46,3.21,-29.0875,5.45,-26.54142857,2.122857143,-27.2,0.26,3.6,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_03,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,108,-27.19,8.66,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_23,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,107.4,-27.79,8.87,3.33,-29.0875,5.45,-26.54142857,2.122857143,-27.1,0.22,3.8,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_04,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,106,-27.49,8.29,3.2,-29.0875,5.45,-26.54142857,2.122857143,-27,0.18,3.6,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_02,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,104.7,-26.72,8.04,3.37,-29.0875,5.45,-26.54142857,2.122857143,-25.9,0,4,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_04,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,102.2,-27.01,7.09,3.28,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.5,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_01,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,102.2,-27.77,8.37,3.22,-29.0875,5.45,-26.54142857,2.122857143,-27.3,0.3,3.5,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_15,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,100.3,-25.32,6.89,3.27,-29.0875,5.45,-26.54142857,2.122857143,-24.7,0,4.1,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_29,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,100,-26.88,8.56,3.28,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_18,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,99.8,-25.62,7.34,3.22,-29.0875,5.45,-26.54142857,2.122857143,-25.1,0,4.1,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_L_28,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,91.3,-26.81,8.28,3.23,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,3.9,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Wuckersee,Germany,European perch,Wu_P_06,2017,9,18,2017-09-18,53.01,13.63,10.27,high_doc,70.8,-25.93,7.88,3.31,-29.0875,5.45,-26.54142857,2.122857143,-25.3,0,4.2,-29.0875,5.45,-26.54142857,2.122857143,-2.54607143
Andersson,Grober Vatersee,Germany,European perch,GV_P_06,2017,9,20,2017-09-20,53,13.55,12,high_doc,338.4,-27.49,11.52,3.26,-30.45,6.542,-25.17,3.554,-26.9,0.33,4.1,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_23,2017,9,20,2017-09-20,53,13.55,12,high_doc,314.4,-27.15,11.2,3.17,-30.45,6.542,-25.17,3.554,-26.8,0.31,4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_22,2017,9,20,2017-09-20,53,13.55,12,high_doc,312.4,-27.78,11.16,3.13,-30.45,6.542,-25.17,3.554,-27.5,0.44,3.9,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_10,2017,9,20,2017-09-20,53,13.55,12,high_doc,304.5,-28,11.64,3.12,-30.45,6.542,-25.17,3.554,-27.7,0.48,4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_07,2017,9,20,2017-09-20,53,13.55,12,high_doc,287.1,-29.22,11.37,3.15,-30.45,6.542,-25.17,3.554,-28.9,0.71,3.7,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_28,2017,9,20,2017-09-20,53,13.55,12,high_doc,275.9,-28.63,10.52,3.17,-30.45,6.542,-25.17,3.554,-28.3,0.59,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_24,2017,9,20,2017-09-20,53,13.55,12,high_doc,272.3,-27.7,11.45,3.23,-30.45,6.542,-25.17,3.554,-27.2,0.38,4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_09,2017,9,20,2017-09-20,53,13.55,12,high_doc,264.5,-26.52,10.81,3.22,-30.45,6.542,-25.17,3.554,-26,0.16,4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_30,2017,9,20,2017-09-20,53,13.55,12,high_doc,263.4,-28.67,10.42,3.17,-30.45,6.542,-25.17,3.554,-28.3,0.59,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_29,2017,9,20,2017-09-20,53,13.55,12,high_doc,259.7,-27.24,11.66,3.17,-30.45,6.542,-25.17,3.554,-26.9,0.33,4.1,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_11,2017,9,20,2017-09-20,53,13.55,12,high_doc,255.6,-28.22,11.63,3.16,-30.45,6.542,-25.17,3.554,-27.9,0.52,3.9,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_25,2017,9,20,2017-09-20,53,13.55,12,high_doc,255.2,-28.15,10.93,3.15,-30.45,6.542,-25.17,3.554,-27.8,0.5,3.7,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_08,2017,9,20,2017-09-20,53,13.55,12,high_doc,255,-27.17,11.61,3.26,-30.45,6.542,-25.17,3.554,-26.6,0.27,4.1,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_07,2017,9,20,2017-09-20,53,13.55,12,high_doc,254.1,-27.71,11.61,3.3,-30.45,6.542,-25.17,3.554,-27.1,0.37,4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_08,2017,9,20,2017-09-20,53,13.55,12,high_doc,247.7,-28.13,11.13,3.24,-30.45,6.542,-25.17,3.554,-27.6,0.46,3.8,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_26,2017,9,20,2017-09-20,53,13.55,12,high_doc,228.9,-27.74,11.36,3.21,-30.45,6.542,-25.17,3.554,-27.3,0.4,3.9,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_03,2017,9,20,2017-09-20,53,13.55,12,high_doc,221.8,-26.2,11.38,3.16,-30.45,6.542,-25.17,3.554,-25.8,0.12,4.2,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_27,2017,9,20,2017-09-20,53,13.55,12,high_doc,204.2,-26.56,11.29,3.21,-30.45,6.542,-25.17,3.554,-26.1,0.18,4.1,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_04,2017,9,20,2017-09-20,53,13.55,12,high_doc,200.6,-26.72,10.87,3.16,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.9,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_01,2017,9,20,2017-09-20,53,13.55,12,high_doc,186.4,-25.6,10.98,3.18,-30.45,6.542,-25.17,3.554,-25.2,0.01,4.2,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_09,2017,9,20,2017-09-20,53,13.55,12,high_doc,185.8,-26.56,10.57,3.17,-30.45,6.542,-25.17,3.554,-26.2,0.2,3.9,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_16,2017,9,20,2017-09-20,53,13.55,12,high_doc,173,-26.42,10.51,3.18,-30.45,6.542,-25.17,3.554,-26,0.16,3.9,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_15,2017,9,20,2017-09-20,53,13.55,12,high_doc,168,-26.54,10.12,3.2,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.8,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_02,2017,9,20,2017-09-20,53,13.55,12,high_doc,157.8,-26.65,10.3,3.19,-30.45,6.542,-25.17,3.554,-26.2,0.2,3.8,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_28,2017,9,20,2017-09-20,53,13.55,12,high_doc,139.4,-26.78,9.77,3.29,-30.45,6.542,-25.17,3.554,-26.2,0.2,3.7,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_27,2017,9,20,2017-09-20,53,13.55,12,high_doc,133.9,-26.72,9.75,3.2,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.6,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_12,2017,9,20,2017-09-20,53,13.55,12,high_doc,132.4,-26.9,9.75,3.18,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.6,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_25,2017,9,20,2017-09-20,53,13.55,12,high_doc,129.5,-26.87,9.3,3.21,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_16,2017,9,20,2017-09-20,53,13.55,12,high_doc,129.4,-26.65,9.54,3.3,-30.45,6.542,-25.17,3.554,-26,0.16,3.6,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_17,2017,9,20,2017-09-20,53,13.55,12,high_doc,124.6,-26.84,9.38,3.21,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_05,2017,9,20,2017-09-20,53,13.55,12,high_doc,117.5,-26.83,9.12,3.22,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_20,2017,9,20,2017-09-20,53,13.55,12,high_doc,117.5,-27.14,9.48,3.23,-30.45,6.542,-25.17,3.554,-26.6,0.27,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_19,2017,9,20,2017-09-20,53,13.55,12,high_doc,115.6,-26.92,9.09,3.21,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_18,2017,9,20,2017-09-20,53,13.55,12,high_doc,112.2,-26.99,9.22,3.25,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_06,2017,9,20,2017-09-20,53,13.55,12,high_doc,111.7,-27.19,9.46,3.24,-30.45,6.542,-25.17,3.554,-26.7,0.29,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_15,2017,9,20,2017-09-20,53,13.55,12,high_doc,110.7,-26.89,9.23,3.22,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_14,2017,9,20,2017-09-20,53,13.55,12,high_doc,108.1,-27.29,9.08,3.18,-30.45,6.542,-25.17,3.554,-26.9,0.33,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_01,2017,9,20,2017-09-20,53,13.55,12,high_doc,106.9,-26.85,8.93,3.21,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_02,2017,9,20,2017-09-20,53,13.55,12,high_doc,106.3,-27.03,8.98,3.24,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_21,2017,9,20,2017-09-20,53,13.55,12,high_doc,105.7,-26.63,9.07,3.22,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_13,2017,9,20,2017-09-20,53,13.55,12,high_doc,105.6,-26.92,8.68,3.31,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_03,2017,9,20,2017-09-20,53,13.55,12,high_doc,104.3,-26.98,9.58,3.15,-30.45,6.542,-25.17,3.554,-26.6,0.27,3.5,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_17,2017,9,20,2017-09-20,53,13.55,12,high_doc,103.7,-27.03,8.89,3.35,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_29,2017,9,20,2017-09-20,53,13.55,12,high_doc,101.1,-26.84,8.51,3.22,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_18,2017,9,20,2017-09-20,53,13.55,12,high_doc,96.6,-27.02,8.79,3.22,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_26,2017,9,20,2017-09-20,53,13.55,12,high_doc,95.8,-27.65,8.91,3.21,-30.45,6.542,-25.17,3.554,-27.2,0.38,3.2,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_11,2017,9,20,2017-09-20,53,13.55,12,high_doc,90.7,-26.84,8.57,3.25,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_19,2017,9,20,2017-09-20,53,13.55,12,high_doc,87.6,-26.66,8.45,3.3,-30.45,6.542,-25.17,3.554,-26,0.16,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_10,2017,9,20,2017-09-20,53,13.55,12,high_doc,85.5,-26.87,8.5,3.34,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_20,2017,9,20,2017-09-20,53,13.55,12,high_doc,83.6,-26.52,8.52,3.33,-30.45,6.542,-25.17,3.554,-25.8,0.12,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_13,2017,9,20,2017-09-20,53,13.55,12,high_doc,83.6,-27.21,9.79,3.23,-30.45,6.542,-25.17,3.554,-26.7,0.29,3.6,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_21,2017,9,20,2017-09-20,53,13.55,12,high_doc,77.1,-26.63,8.49,3.23,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_05,2017,9,20,2017-09-20,53,13.55,12,high_doc,75.2,-26.61,8.95,3.23,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_04,2017,9,20,2017-09-20,53,13.55,12,high_doc,74.8,-26.66,8.77,3.24,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_14,2017,9,20,2017-09-20,53,13.55,12,high_doc,74.1,-26.63,8.81,3.25,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_12,2017,9,20,2017-09-20,53,13.55,12,high_doc,73.2,-27.06,8.77,3.27,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.3,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_22,2017,9,20,2017-09-20,53,13.55,12,high_doc,72.3,-26.73,8.77,3.27,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_L_30,2017,9,20,2017-09-20,53,13.55,12,high_doc,72.2,-25.7,8.31,3.2,-30.45,6.542,-25.17,3.554,-25.3,0.02,3.4,-30.45,6.542,-25.17,3.554,-5.28
Andersson,Grober Vatersee,Germany,European perch,GV_P_23,2017,9,20,2017-09-20,53,13.55,12,high_doc,60.3,-26.22,9.11,3.36,-30.45,6.542,-25.17,3.554,-25.5,0.06,3.6,-30.45,6.542,-25.17,3.554,-5.28
